article,disgust,anger,sadness,joy,fear
http://www.metrolyrics.com/help-me-rhonda-lyrics-beach-boys.html,0.010213,0.106495,0.034092,0.820022,0.013358
http://www.metrolyrics.com/drown-lyrics-front-porch-step.html,0.101271,0.298313,0.47106,0.008542,0.503212
http://www.metrolyrics.com/praying-for-rain-lyrics-raelynn.html,0.006917,0.049643,0.306056,0.471717,0.279786
http://www.metrolyrics.com/what-now-lyrics-rihanna.html,0.078334,0.437884,0.644565,0.545993,0.130042
http://www.metrolyrics.com/woo-lyrics-rihanna.html,0.00012,0.006308,0.39468,0.140949,0.075332
http://www.metrolyrics.com/this-love-is-over-lyrics-ray-lamontagne.html,0.072243,0.119667,0.453314,0.399872,0.085551
http://www.metrolyrics.com/news-story-read-every-lyric-from-adeles-25.html,0.017199,0.025819,0.051005,0.836112,0.086408
http://www.metrolyrics.com/heartache-that-dont-stop-hurting-lyrics-jason-aldean.html,0.071637,0.481482,0.482847,0.039077,0.272072
http://www.metrolyrics.com/sing-sing-a-song-lyrics-perry-como.html,0.007091,0.045047,0.134808,0.808497,0.015825
http://www.metrolyrics.com/cest-la-vie-lyrics-emmylou-harris.html,0.040818,0.114793,0.150943,0.72072,0.008335
http://www.metrolyrics.com/african-queen-lyrics-2face-idibia.html,0.004317,0.050547,0.051387,0.896868,0.009499
http://www.metrolyrics.com/you-could-be-that-girl-lyrics-brantley-gilbert.html,0.119888,0.134385,0.318754,0.412173,0.180301
http://www.metrolyrics.com/you-had-me-from-hello-lyrics-kenny-chesney.html,0.051353,0.126758,0.573602,0.627993,0.098622
http://www.metrolyrics.com/life-is-beautiful-lyrics-sixx-am.html,0.093235,0.287694,0.725138,0.044963,0.105875
http://www.metrolyrics.com/mista-cain-albums-list.html,0.0,0.001103,4.2e-05,0.467825,0.0
http://www.metrolyrics.com/news-story-celebrate-sushi-day-with-these-3-sushi-loving-hip-hop-lyrics.html,0.122171,0.129557,0.489707,0.664416,0.074875
http://www.metrolyrics.com/mary-tyler-moore-show-lyrics-love-is-all-around-by-paul-williams.html,0.131986,0.156754,0.102834,0.626859,0.071871
http://www.metrolyrics.com/treading-water-lyrics-alex-clare.html,0.202454,0.168663,0.550659,0.207107,0.189867
http://www.metrolyrics.com/photographs-and-memories-lyrics-jim-croce.html,0.004144,0.029354,0.18846,0.774719,0.014289
http://www.metrolyrics.com/everywhere-she-goes-lyrics-across-the-sky.html,0.087137,0.167382,0.442439,0.219163,0.25978
http://www.metrolyrics.com/stillborn-lyrics-black-label-society.html,0.097498,0.204487,0.673326,0.045786,0.213417
http://www.metrolyrics.com/raffi-alpage-3.html,0.025422,0.012987,0.160177,0.750555,0.017754
http://www.metrolyrics.com/casino-boogie-lyrics-rolling-stones.html,0.143395,0.54253,0.684979,0.510101,0.109574
http://www.metrolyrics.com/let-me-be-your-star-lyrics-smash.html,0.001993,0.046212,0.176436,0.777987,0.013423
http://www.metrolyrics.com/like-my-mother-does-lyrics-lauren-alaina.html,0.004849,0.091488,0.090531,0.567016,0.341401
http://www.metrolyrics.com/never-forget-you-lyrics-zara-larsson.html,0.006988,0.100198,0.732383,0.02369,0.386412
http://www.metrolyrics.com/rainbow-lyrics-robert-plant.html,0.004838,0.154693,0.014085,0.831024,0.027991
http://www.metrolyrics.com/out-of-your-shoes-lyrics-lorrie-morgan.html,0.048459,0.026838,0.094619,0.827048,0.017554
http://www.metrolyrics.com/rainy-season-lyrics-hunter-hayes.html,0.106454,0.443918,0.282452,0.557519,0.156467
http://www.metrolyrics.com/the-end-of-a-love-affair-lyrics-chaka-khan.html,0.048591,0.160137,0.616728,0.680535,0.101722
http://www.metrolyrics.com/the-only-living-boy-in-new-york-lyrics-simon-and-garfunkel.html,0.032128,0.119094,0.231689,0.6285,0.066077
http://www.metrolyrics.com/twilight-zone-lyrics-golden-earring.html,0.11862,0.113644,0.323676,0.167858,0.678727
http://www.metrolyrics.com/lovin-on-back-streets-lyrics-mel-street.html,0.019443,0.124148,0.726938,0.189939,0.100522
http://www.metrolyrics.com/rise-lyrics-mcclain-sisters.html,0.052234,0.11064,0.284957,0.558405,0.068598
http://www.metrolyrics.com/wake-up-everybody-lyrics-john-legend.html,0.005238,0.176466,0.203483,0.644943,0.014819
http://www.metrolyrics.com/what-id-give-lyrics-battery.html,0.041166,0.033576,0.431352,0.06683,0.294269
http://www.metrolyrics.com/mdo-lyrics.html,0.088868,0.032088,0.110343,0.706348,0.013792
http://www.metrolyrics.com/if-i-could-hear-my-mother-pray-again-lyrics-mahalia-jackson.html,0.001346,0.006298,0.144416,0.813924,0.045286
http://www.metrolyrics.com/swear-it-all-over-again-lyrics-westlife.html,0.048324,0.19915,0.848492,0.010214,0.153654
http://www.metrolyrics.com/wiz-khalifa-water-damage-wiz-khalifa-ml-video-0ul.html,0.279284,0.068074,0.338178,0.323441,0.04091
http://www.metrolyrics.com/crazy-faith-lyrics-alison-krauss.html,0.0758,0.088638,0.110013,0.689942,0.096734
http://www.metrolyrics.com/rag-doll-lyrics-the-four-seasons.html,0.014588,0.194198,0.017414,0.762919,0.045134
http://www.metrolyrics.com/out-in-the-streets-lyrics-the-shangrilas.html,0.004155,0.012744,0.684361,0.039354,0.098213
http://www.metrolyrics.com/metro-lyrics.html,0.018989,0.011104,0.218101,0.652729,0.015523
http://www.metrolyrics.com/news-story-its-a-ghost-our-fave-ghoul-infested-pop-lyrics.html,0.5563,0.613737,0.615287,0.46102,0.649518
http://www.metrolyrics.com/wilting-rose-lyrics-doug-supernaw.html,0.023841,0.073201,0.372069,0.559889,0.02881
http://www.metrolyrics.com/no-longer-friends-lyrics-bryson-tiller.html,0.056632,0.707265,0.422885,0.014128,0.103851
http://www.metrolyrics.com/dropkick-me-jesus-lyrics-bobby-bare.html,0.164654,0.24459,0.228769,0.448562,0.031998
http://www.metrolyrics.com/cal-smith-lyrics.html,0.038301,0.058288,0.029049,0.81382,0.023206
http://www.metrolyrics.com/show-me-love-lyrics-robin-s.html,0.081972,0.225645,0.255452,0.489867,0.053458
http://www.metrolyrics.com/shes-crafty-lyrics-beastie-boys.html,0.121579,0.539462,0.602371,0.218003,0.214105
http://www.metrolyrics.com/annie-lyrics-breaking-grass.html,0.039721,0.075059,0.085493,0.661395,0.034318
http://www.metrolyrics.com/a-message-to-you-rudy-lyrics-specials.html,0.000184,0.015285,0.14479,0.025014,0.059068
http://www.metrolyrics.com/invisible-lyrics-linkin-park.html,0.048642,0.168776,0.480949,0.009312,0.613754
http://www.metrolyrics.com/star-69-lyrics-fatboy-slim.html,0.20375,0.76023,0.100908,0.0103,0.084816
http://www.metrolyrics.com/ben-e-king-lyrics.html,0.048571,0.060794,0.606398,0.333296,0.006922
http://www.metrolyrics.com/youre-a-mean-one-mr-grinch-lyrics-jim-carrey.html,0.51345,0.221271,0.158192,0.630876,0.118589
http://www.metrolyrics.com/someday-is-tonight-lyrics-janet-jackson.html,0.020884,0.122137,0.078579,0.770015,0.049302
http://www.metrolyrics.com/lunatic-fringe-lyrics-red-rider.html,0.003396,0.070936,0.052845,0.144582,0.049795
http://www.metrolyrics.com/christmas-katie-lyrics-widespread-panic.html,0.010095,0.012883,0.343151,0.604477,0.064404
http://www.metrolyrics.com/things-can-only-get-better-lyrics-the-dream.html,0.026752,0.26896,0.39869,0.312807,0.153806
http://www.metrolyrics.com/say-so-lyrics-g-eazy.html,0.126322,0.620566,0.487427,0.47339,0.141713
http://www.metrolyrics.com/i-believe-lyrics-tears-for-fears.html,0.037992,0.411734,0.608854,0.017282,0.252922
http://www.metrolyrics.com/teardrops-on-my-guitar-lyrics-taylor-swift.html,0.002065,0.031542,0.437356,0.473538,0.178802
http://www.metrolyrics.com/100-days-100-nights-lyrics-sharon-jones-and-the-dapkings.html,4.6e-05,0.001342,0.023424,0.091993,0.01406
http://www.metrolyrics.com/i-wish-i-was-lyrics-maren-morris.html,0.027179,0.222843,0.778076,0.023858,0.207366
http://www.metrolyrics.com/sway-lyrics-rolling-stones.html,0.010034,0.185328,0.240738,0.572332,0.078792
http://www.metrolyrics.com/dont-fence-me-in-lyrics-frankie-laine.html,0.057486,0.253579,0.369129,0.016096,0.231094
http://www.metrolyrics.com/cold-as-stone-lyrics-lady-antebellum.html,0.043912,0.127221,0.579321,0.008181,0.559631
http://www.metrolyrics.com/down-under-lyrics-man-at-work.html,0.108988,0.160225,0.470999,0.604678,0.48458
http://www.metrolyrics.com/summer-nights-lyrics-glee.html,0.064088,0.519709,0.16607,0.636522,0.105184
http://www.metrolyrics.com/you-must-come-in-at-the-door-lyrics-fred-hammond.html,0.03274,0.188188,0.110404,0.581455,0.091373
http://www.metrolyrics.com/frame-of-mind-lyrics-tristam-braken.html,0.006104,0.207193,0.150479,0.641957,0.026819
http://www.metrolyrics.com/mirame-lyrics-belanova.html,0.040409,0.054295,0.067845,0.682028,0.032905
http://www.metrolyrics.com/god-is-good-all-the-time-lyrics-gaither-vocal-band.html,0.083369,0.090368,0.427611,0.67539,0.097687
http://www.metrolyrics.com/our-country-lyrics-john-mellencamp.html,0.060239,0.24466,0.219382,0.525878,0.04203
http://www.metrolyrics.com/the-world-aint-slowin-down-lyrics-ellis-paul.html,0.038694,0.173418,0.050042,0.766419,0.012106
http://www.metrolyrics.com/superblaster-lyrics-curve.html,0.063407,0.378797,0.468535,0.102534,0.20114
http://www.metrolyrics.com/whoevers-in-new-england-lyrics-reba-mcentire.html,0.015055,0.185231,0.419759,0.420484,0.062619
http://www.metrolyrics.com/new-perspective-lyrics-panic-at-the-disco.html,0.046457,0.080011,0.706109,0.220513,0.09993
http://www.metrolyrics.com/there-remaineth-a-rest-lyrics-donald-lawrence.html,0.074874,0.255311,0.296963,0.432747,0.046661
http://www.metrolyrics.com/after-all-lyrics-michael-buble.html,0.005305,0.091852,0.161831,0.73268,0.042809
http://www.metrolyrics.com/98-freestyle-lyrics-big-l.html,0.158163,0.615171,0.597254,0.061943,0.161684
http://www.metrolyrics.com/we-sink-lyrics-of-monsters-and-men.html,0.120463,0.465192,0.252857,0.228999,0.162603
http://www.metrolyrics.com/this-house-lyrics-will-varley.html,0.019584,0.175151,0.407742,0.020564,0.666822
http://www.metrolyrics.com/drink-lyrics-the-happy-fits.html,0.094216,0.403022,0.543268,0.613218,0.118949
http://www.metrolyrics.com/today-lyrics-musiq-soulchild.html,0.075771,0.127169,0.511105,0.626437,0.086746
http://www.metrolyrics.com/to-the-hills-lyrics-laurel.html,0.018351,0.150857,0.557244,0.115462,0.415361
http://www.metrolyrics.com/if-i-needed-you-lyrics-joey-rory.html,0.011846,0.008697,0.626983,0.229089,0.255499
http://www.metrolyrics.com/bruce-springsteen-alpage-2.html,0.048256,0.005363,0.154505,0.731072,0.017163
http://www.metrolyrics.com/whats-next-lyrics-warren-g.html,0.009962,0.286975,0.438782,0.009882,0.570281
http://www.metrolyrics.com/behind-me-now-lyrics-amos-lee.html,0.002261,0.017927,0.308898,0.666741,0.019026
http://www.metrolyrics.com/if-nobody-believed-in-you-lyrics-joe-nichols.html,0.144783,0.395157,0.593367,0.047568,0.161374
http://www.metrolyrics.com/coming-home-lyrics-seven-lions.html,0.116208,0.586031,0.587829,0.322059,0.193668
http://www.metrolyrics.com/social-szn-lyrics-social-club-misfits.html,0.317678,0.202749,0.028104,0.512523,0.081566
http://www.metrolyrics.com/two-time-grime-lyrics-skinny-puppy.html,0.457784,0.496835,0.143828,0.565003,0.493115
http://www.metrolyrics.com/twilight-zone-lyrics-manhattan-transfer.html,0.024545,0.144085,0.029481,0.543587,0.07803
http://www.metrolyrics.com/amnesia-lyrics-britney-spears.html,0.113633,0.420102,0.551027,0.015062,0.272267
http://www.metrolyrics.com/tune-up-1-lyrics-rent.html,0.009126,0.428783,0.164919,0.454057,0.075644
http://www.metrolyrics.com/dj-got-us-falling-in-love-lyrics-usher.html,0.023291,0.043957,0.083866,0.744244,0.162515
http://www.metrolyrics.com/your-precious-love-lyrics-marvin-gaye.html,0.001413,0.008327,0.00892,0.970795,0.003075
http://www.metrolyrics.com/uptown-funk-lyrics-bruno-mars.html,0.004257,0.057868,0.010476,0.089016,0.003375
http://www.metrolyrics.com/starships-lyrics-nicki-minaj.html,0.161546,0.273959,0.443686,0.202786,0.138115
http://www.metrolyrics.com/tired-of-being-alone-lyrics-al-green.html,0.050095,0.095307,0.636422,0.642017,0.149013
http://www.metrolyrics.com/lies-lyrics-mc-magic.html,0.111207,0.163186,0.287775,0.592424,0.082562
http://www.metrolyrics.com/iron-man-lyrics-black-sabbath.html,0.119406,0.171019,0.630575,0.105852,0.542732
http://www.metrolyrics.com/the-riddler-lyrics-method-man.html,0.000347,0.062063,0.065449,0.018278,0.037073
http://www.metrolyrics.com/all-i-ever-wanted-lyrics-basshunter.html,0.011798,0.30398,0.33728,0.384544,0.151356
http://www.metrolyrics.com/the-bleeding-lyrics-five-finger-death-punch.html,0.3947,0.481219,0.38826,0.014233,0.103472
http://www.metrolyrics.com/when-it-hurts-lyrics-avant.html,0.001662,0.201233,0.521746,0.299539,0.040904
http://www.metrolyrics.com/your-voice-lyrics-dreamshade.html,0.082339,0.605147,0.72693,0.012797,0.577658
http://www.metrolyrics.com/threadbare-gypsy-soul-lyrics-pat-green.html,0.041788,0.250929,0.348532,0.248341,0.37484
http://www.metrolyrics.com/youve-been-my-inspiration-lyrics-the-main-ingredient.html,0.039703,0.001184,0.004388,0.958444,0.000642
http://www.metrolyrics.com/vibin-lyrics-g-herbo.html,0.136503,0.585205,0.564028,0.548882,0.134346
http://www.metrolyrics.com/sex-and-drugs-and-rock-roll-lyrics-ian-dury-the-blockheads.html,0.268392,0.278461,0.23753,0.360391,0.054224
http://www.metrolyrics.com/the-wind-lyrics-cat-stevens.html,0.01479,0.058457,0.300633,0.452213,0.293992
http://www.metrolyrics.com/i-know-ii-lyrics-d-savage-3900.html,0.085569,0.588805,0.443657,0.000858,0.240662
http://www.metrolyrics.com/human-lyrics-christina-perri.html,0.065537,0.205168,0.577965,0.009859,0.489268
http://www.metrolyrics.com/let-your-light-shine-on-me-lyrics-blind-willie-johnson.html,0.01859,0.081171,0.157829,0.742658,0.017468
http://www.metrolyrics.com/stay-lyrics-alessia-cara.html,0.024502,0.224813,0.240422,0.467439,0.154451
http://www.metrolyrics.com/holdin-on-lyrics-citizen-cope.html,0.017251,0.092364,0.625569,0.019787,0.203699
http://www.metrolyrics.com/love-song-lyrics-adele.html,0.006929,0.173568,0.717636,0.112547,0.178415
http://www.metrolyrics.com/burrr-lyrics-gucci-mane.html,0.136997,0.632577,0.098219,0.064165,0.036718
http://www.metrolyrics.com/blame-it-on-me-lyrics-george-ezra.html,0.051592,0.319072,0.308654,0.418236,0.077579
http://www.metrolyrics.com/until-the-night-lyrics-billy-joel.html,0.018056,0.057857,0.47681,0.039792,0.644918
http://www.metrolyrics.com/my-girl-lyrics-dylan-scott.html,0.023983,0.028657,0.065202,0.86193,0.03769
http://www.metrolyrics.com/hard-to-say-goodbye-lyrics-dreamgirls.html,0.00752,0.025454,0.577681,0.407721,0.027524
http://www.metrolyrics.com/cumbia-medley-lyrics-selena.html,0.033275,0.050149,0.048901,0.5856,0.031226
http://www.metrolyrics.com/satisfaction-eve-ml-video-jmv.html,0.085792,0.172242,0.001881,0.777906,0.000294
http://www.metrolyrics.com/tunnel-vision-lyrics-justin-timberlake.html,0.055641,0.190046,0.541294,0.002828,0.551265
http://www.metrolyrics.com/chocolate-lyrics-joseluis-orozco.html,0.046755,0.060201,0.074474,0.680401,0.05744
http://www.metrolyrics.com/shook-ones-lyrics-mobb-deep.html,0.225739,0.651777,0.197928,0.008876,0.308773
http://www.metrolyrics.com/drowning-lyrics-banks.html,0.175866,0.167053,0.609258,0.032483,0.562916
http://www.metrolyrics.com/the-best-of-me-lyrics-bryan-adams.html,0.001461,0.046469,0.059242,0.789245,0.023874
http://www.metrolyrics.com/bonnie-and-clyde-lyrics-jayz.html,0.010485,0.370649,0.448907,0.102902,0.186308
http://www.metrolyrics.com/snow-blind-lyrics-ace-frehley.html,0.143358,0.133176,0.611077,0.017333,0.439206
http://www.metrolyrics.com/everybody-knows-lyrics-leonard-cohen.html,0.158247,0.325797,0.283928,0.354102,0.06869
http://www.metrolyrics.com/oblivion-lyrics-bastille.html,0.053492,0.414938,0.462425,0.026227,0.337039
http://www.metrolyrics.com/rescue-lyrics-new-song.html,0.003813,0.1285,0.203813,0.064503,0.247948
http://www.metrolyrics.com/why-have-you-brought-me-hereraoul-ive-been-there-lyrics-phantom-of-the-opera.html,0.149342,0.486914,0.577757,0.578198,0.479757
http://www.metrolyrics.com/soak-it-up-lyrics-warren-barfield.html,0.001728,0.06157,0.443696,0.494295,0.069878
http://www.metrolyrics.com/naked-lyrics-enrique-iglesias.html,0.046799,0.471213,0.592237,0.048792,0.1414
http://www.metrolyrics.com/were-going-to-miss-you-lyrics-james.html,0.028596,0.245944,0.634044,0.080305,0.234672
http://www.metrolyrics.com/silhouette-lyrics-ali-campbell.html,0.124401,0.116352,0.380079,0.243664,0.379755
http://www.metrolyrics.com/rodeo-lyrics-garth-brooks.html,0.07887,0.387361,0.172264,0.479033,0.012387
http://www.metrolyrics.com/strange-fruit-lyrics-billie-holiday.html,0.162699,0.079424,0.103119,0.500226,0.367731
http://www.metrolyrics.com/its-alright-its-ok-lyrics-shirley-caesar.html,0.00229,0.011784,0.232664,0.626687,0.032186
http://www.metrolyrics.com/hymn-43-lyrics-jethro-tull.html,0.071828,0.117503,0.179548,0.676215,0.008576
http://www.metrolyrics.com/serve-the-lord-lyrics-carmen.html,0.007724,0.221387,0.080292,0.700496,0.051718
http://www.metrolyrics.com/a-thousand-miles-from-nowhere-lyrics-dwight-yoakam.html,0.081693,0.347999,0.653957,0.013085,0.195445
http://www.metrolyrics.com/tengo-un-amor-lyrics-toby-love.html,0.038516,0.082487,0.056375,0.676134,0.031163
http://www.metrolyrics.com/am-i-wrong-lyrics-nico-vinz.html,0.695058,0.704551,0.640106,0.087687,0.428379
http://www.metrolyrics.com/best-i-ever-had-lyrics-drake.html,0.071442,0.495344,0.528899,0.0072,0.265428
http://www.metrolyrics.com/fortunate-lyrics-maxwell.html,0.019584,0.011166,0.029102,0.930133,0.015775
http://www.metrolyrics.com/strawberry-fields-forever-lyrics-beatles.html,0.16079,0.194355,0.366603,0.389394,0.041495
http://www.metrolyrics.com/chili-sauce-lyrics-the-time.html,0.110896,0.429325,0.43104,0.609047,0.123713
http://www.metrolyrics.com/were-here-for-a-good-time-not-a-long-time-lyrics-trooper.html,0.009382,0.10993,0.389837,0.520252,0.012692
http://www.metrolyrics.com/jennifer-lyrics-trinidad-cardona.html,0.083118,0.097631,0.703396,0.112719,0.130406
http://www.metrolyrics.com/sarah-mclachlan-lyrics.html,0.014602,0.024212,0.23346,0.613227,0.016006
http://www.metrolyrics.com/all-the-way-up-remix-lyrics-fat-joe.html,0.10913,0.592919,0.526052,0.102887,0.135685
http://www.metrolyrics.com/just-a-closer-walk-with-thee-lyrics-patsy-cline.html,0.13969,0.155467,0.232952,0.522537,0.031037
http://www.metrolyrics.com/the-hurt-lyrics-kalapana.html,0.019898,0.047053,0.641407,0.312895,0.081602
http://www.metrolyrics.com/the-world-is-a-rainbow-lyrics-greg-steve.html,0.088398,0.057571,0.18387,0.648634,0.037576
http://www.metrolyrics.com/two-black-cadillacs-lyrics-carrie-underwood.html,0.065484,0.261596,0.287746,0.488078,0.027699
http://www.metrolyrics.com/human-lyrics-human-league.html,0.195777,0.19163,0.779789,0.006827,0.136754
http://www.metrolyrics.com/say-something-loving-lyrics-the-xx.html,0.043785,0.241281,0.64206,0.016553,0.377859
http://www.metrolyrics.com/trophies-lyrics-drake.html,0.122894,0.729401,0.385724,0.007938,0.069475
http://www.metrolyrics.com/elective-amnesia-lyrics-rise-against.html,0.103711,0.489195,0.554145,0.12598,0.615852
http://www.metrolyrics.com/play-me-that-song-lyrics-brantley-gilbert.html,0.06738,0.487755,0.592509,0.641907,0.146028
http://www.metrolyrics.com/why-lyrics-kelly-price.html,8.9e-05,0.035587,0.134016,0.025028,0.011093
http://www.metrolyrics.com/this-i-promise-you-lyrics-nsync.html,0.001806,0.010221,0.392697,0.508489,0.140384
http://www.metrolyrics.com/aint-no-thang-lyrics-outkast.html,0.001569,0.763318,0.072129,0.026721,0.014415
http://www.metrolyrics.com/running-lyrics-gil-scottheron.html,0.107589,0.111063,0.34253,0.233543,0.436063
http://www.metrolyrics.com/let-there-be-peace-on-earth-lyrics-christmas-song.html,0.027843,0.105155,0.097131,0.721513,0.044536
http://www.metrolyrics.com/where-is-my-mind-lyrics-pixies.html,0.363529,0.341833,0.148865,0.235846,0.205585
http://www.metrolyrics.com/shipoopi-lyrics-music-man.html,0.27276,0.074183,0.483588,0.613999,0.106219
http://www.metrolyrics.com/push-it-lyrics-ot-genasis.html,0.235833,0.552669,0.312523,0.069337,0.185604
http://www.metrolyrics.com/the-guilty-ones-lyrics-spring-awakening.html,0.024765,0.080794,0.414367,0.414172,0.167929
http://www.metrolyrics.com/from-yesterday-lyrics-30-seconds-to-mars.html,0.046336,0.06111,0.126179,0.202261,0.71525
http://www.metrolyrics.com/milk-marie-lyrics-rich-gang.html,0.314851,0.677457,0.267675,0.022832,0.060643
http://www.metrolyrics.com/gold-lyrics-dash-berlin.html,0.01506,0.193717,0.134873,0.631854,0.097508
http://www.metrolyrics.com/birthday-lyrics-selena-gomez.html,0.018012,0.154553,0.081766,0.755748,0.034591
http://www.metrolyrics.com/heat-of-the-moment-lyrics-asia.html,0.019882,0.054606,0.350278,0.568052,0.059392
http://www.metrolyrics.com/country-shit-remix-lyrics-big-krit.html,0.162897,0.631039,0.159351,0.062931,0.118381
http://www.metrolyrics.com/de-colores-lyrics-joan-baez.html,0.05434,0.043629,0.106451,0.672606,0.063523
http://www.metrolyrics.com/spend-a-night-in-the-box-lyrics-reverend-horton-heat.html,0.000281,0.008523,0.018926,0.248032,0.010124
http://www.metrolyrics.com/news-gallery-disney-love-duets-and-love-songs-page-4.html,0.121231,0.067573,0.21326,0.589657,0.050129
http://www.metrolyrics.com/surrender-to-me-lyrics-heart.html,0.1159,0.222969,0.584918,0.090246,0.253204
http://www.metrolyrics.com/while-i-was-away-lyrics-pat-green.html,0.03056,0.100792,0.749056,0.060359,0.293863
http://www.metrolyrics.com/too-original-lyrics-major-lazer.html,0.078768,0.136854,0.468649,0.669506,0.252691
http://www.metrolyrics.com/horses-lyrics-pnb-rock.html,0.000206,0.088494,0.20522,0.011847,0.107999
http://www.metrolyrics.com/still-in-love-with-you-lyrics-thin-lizzy.html,0.130855,0.529906,0.24728,0.609695,0.144291
http://www.metrolyrics.com/hold-up-lyrics-french-montana.html,0.013359,0.385362,0.103247,0.012871,0.031164
http://www.metrolyrics.com/when-you-are-near-lyrics-carolina-liar.html,0.043984,0.147617,0.438086,0.011668,0.659504
http://www.metrolyrics.com/stones-under-rushing-water-lyrics-needtobreathe.html,0.14907,0.178022,0.566107,0.143164,0.147666
http://www.metrolyrics.com/the-stand-lyrics-hillsong.html,0.12596,0.174707,0.458815,0.169925,0.309333
http://www.metrolyrics.com/if-you-wanna-get-to-heaven-lyrics-ozark-mountain-daredevils.html,0.011395,0.113212,0.202092,0.583877,0.181927
http://www.metrolyrics.com/make-some-noise-lyrics-kidz-bop-kids.html,0.030343,0.439787,0.071006,0.490738,0.082133
http://www.metrolyrics.com/real-gone-lyrics-sheryl-crow.html,0.092046,0.288007,0.290617,0.409922,0.079856
http://www.metrolyrics.com/fake-empire-lyrics-the-national.html,0.229826,0.348831,0.569004,0.02928,0.173248
http://www.metrolyrics.com/hit-that-lyrics-offspring.html,0.086405,0.223894,0.505666,0.282378,0.102874
http://www.metrolyrics.com/spanish-lady-lyrics-the-dubliners.html,0.058175,0.244129,0.029254,0.706376,0.024177
http://www.metrolyrics.com/john-carpenter-lyrics-the-weeknd.html,0.142658,0.38618,0.49635,0.013197,0.354274
http://www.metrolyrics.com/free-lyrics-darwin-deez.html,0.080461,0.215635,0.450161,0.368692,0.023082
http://www.metrolyrics.com/regret-lyrics-letoya-luckett.html,0.018368,0.701944,0.434738,0.030496,0.033286
http://www.metrolyrics.com/i-am-god-lyrics-donald-lawrence-and-the-tricity-singers.html,0.032716,0.254724,0.606218,0.076887,0.29493
http://www.metrolyrics.com/i-think-im-in-love-lyrics-kat-dahlia.html,0.023818,0.295509,0.399051,0.289597,0.218286
http://www.metrolyrics.com/chicken-pot-pie-lyrics-weird-al-yankovic.html,0.452397,0.078163,0.524138,0.609984,0.051893
http://www.metrolyrics.com/kiss-it-better-lyrics-he-is-we.html,0.024933,0.132089,0.48314,0.354093,0.135954
http://www.metrolyrics.com/to-belong-lyrics-daughter.html,0.222946,0.305338,0.58609,0.029671,0.2124
http://www.metrolyrics.com/fire-and-rain-lyrics-james-taylor.html,0.017192,0.107564,0.357249,0.494612,0.126679
http://www.metrolyrics.com/skillet-alpage-3.html,0.018989,0.011104,0.218101,0.652729,0.015523
http://www.metrolyrics.com/heaven-nor-hell-lyrics-volbeat.html,0.028407,0.19578,0.295129,0.430506,0.18564
http://www.metrolyrics.com/houseparty-lyrics-j-geils-band.html,0.049466,0.349461,0.172725,0.449098,0.13893
http://www.metrolyrics.com/knievel-has-landed-explicit-lyrics-stone-sour.html,0.11885,0.457555,0.515335,0.009891,0.279686
http://www.metrolyrics.com/dream-girl-lyrics-nick-cannon.html,0.578199,0.24235,0.566978,0.089516,0.110672
http://www.metrolyrics.com/incomparable-lyrics-monsta-x.html,0.021273,0.1017,0.114999,0.713288,0.090668
http://www.metrolyrics.com/all-night-lyrics-vamps.html,0.009141,0.223275,0.666375,0.034093,0.345565
http://www.metrolyrics.com/camouflage-lyrics-brad-paisley.html,0.00421,0.011313,0.037498,0.754494,0.016452
http://www.metrolyrics.com/anytime-of-night-lyrics-jesse-roper.html,0.015352,0.008354,0.101324,0.777657,0.103041
http://www.metrolyrics.com/home-lyrics-gabrielle-aplin.html,0.055045,0.323929,0.457649,0.224103,0.144193
http://www.metrolyrics.com/brass-in-pocket-lyrics-pretenders.html,0.136557,0.299293,0.168736,0.384222,0.180295
http://www.metrolyrics.com/radiohead-albums-list.html,0.268766,0.102131,0.081685,0.408568,0.042582
http://www.metrolyrics.com/so-close-now-lyrics-eli-young-band.html,0.019911,0.195327,0.656219,0.025769,0.371318
http://www.metrolyrics.com/butterfly-lyrics-mariah-carey.html,0.010949,0.02046,0.148797,0.635177,0.243796
http://www.metrolyrics.com/peaches-lyrics-presidents-of-the-united-states-of-america.html,0.174684,0.223424,0.052525,0.557382,0.104571
http://www.metrolyrics.com/damn-your-eyes-lyrics-alex-clare.html,0.135992,0.467659,0.393205,0.170833,0.11039
http://www.metrolyrics.com/when-i-was-your-man-lyrics-samtsui.html,0.01997,0.199166,0.495392,0.303212,0.16869
http://www.metrolyrics.com/in-the-blood-lyrics-better-than-ezra.html,0.038039,0.080439,0.201947,0.688617,0.596107
http://www.metrolyrics.com/together-forever-lyrics-rick-astley.html,0.0154,0.155852,0.33078,0.540008,0.018397
http://www.metrolyrics.com/give-peace-a-chance-lyrics-john-lennon.html,0.019842,0.250356,0.022946,0.725175,0.022834
http://www.metrolyrics.com/10001110101-lyrics-clutch.html,0.055374,0.197803,0.056551,0.732448,0.011438
http://www.metrolyrics.com/pistol-packin-mama-lyrics-willie-nelson.html,0.042739,0.093122,0.221648,0.643268,0.215542
http://www.metrolyrics.com/kisses-sweeter-than-wine-lyrics-peter-paul-mary.html,0.123873,0.07662,0.569686,0.61182,0.128765
http://www.metrolyrics.com/rewind-lyrics-rascal-flatts.html,0.032252,0.037615,0.086685,0.790082,0.089251
http://www.metrolyrics.com/baby-what-a-big-surprise-lyrics-chicago.html,0.073003,0.066514,0.081579,0.74629,0.075367
